RI,table,variable,type
CDI,default,CPAHSD12,double
CDI,default,CPAHSD14,double
CDI,default,CPAHSD16,double
CDI,default,CONHGS02,double
CDI,default,CPAHSD03,double
CDI,default,CPAHSD04,double
CDI,default,CPAHSD13,double
CDI,default,CPAHSD15,double
CDI,default,MTSDM001,double
CDI,default,MTSDM002,double
CDI,default,MTSDM003,double
CDI,default,MTSDM004,double
CDI,default,MTSDM006,double
CDI,default,MTSDM008,double
CDI,default,TBTXSD63,double
CDI,default,BD183SAD,double
CDI,default,RWSSED01,double
CDI,default,RWSSED20,double
CDI,default,RWSSED21,double
CDI,default,RWSSED22,double
CDI,default,RWSSED23,double
CDI,default,RWSSED24,double
CDI,default,RWSSED34,double
CDI,default,RWSSED37,double
CDI,default,RWSSED38,double
CDI,default,RWSSED28,double
CDI,default,C49CX048,double
CDI,default,C49CX052,double
CDI,default,SDCTM002,double
CDI,default,MMUSTTBT,double
CDI,default,W2931198,double
CDI,default,CBIOT908,double
CDI,default,HCBW6569,double
CDI,default,C1013963,double
CDI,default,CBIOT903,double
CDI,default,CBIOT904,double
CDI,default,CBIOT905,double
CDI,default,CBIOT906,double
CDI,default,CBIOT907,double
CDI,default,MGADP866,double
CDI,default,MUM13276,double
CDI,default,MUM13280,double
CDI,default,MUM13281,double
CDI,default,IC000040,double
CDI,default,IC000041,double
CDI,default,IC000058,double
CDI,default,IC000138,double
CDI,default,IC040440,double
CDI,default,IC050540,double
CDI,default,IC060640,double
CDI,default,IC070740,double
CDI,default,AFLGM001,double
CDI,default,CCOCX003,double
CDI,default,SETDWC01,double
CDI,default,NTOTEXD1,double
CDI,default,C49CX013,double
CDI,default,IC2W0019,double
CDI,default,KL503X33,double
CDI,default,MUM13259,double
CDI,default,RWS00134,double
CDI,default,RWS00135,double
CDI,default,MNXXICD2,double
CDI,default,RWSSED33,double
CDI,default,ASXXAAD2,double
CDI,default,DOXYSE01,double
CDI,default,NEPHIF01,double
CDI,default,MNXXAAD2,double
CDI,default,ODSDM010,double
CDI,default,CDSEDSIV,string
CDI,default,CDSEDSIV_2,string
CDI,default,BAXXAAP2,double
CDI,default,CUCNAAP2,string
CDI,default,NICNAAP2,string
CDI,default,ZNCNAAP2,string
CDI,default,CRCNAAP2,double
CDI,default,FECNAAP2,double
CDI,default,MNCNAAP2,double
CDI,default,ADEPZZ01_2,double
CDI,default,CSLRR102,double
CDI,default,CJDY1101,double
CDI,default,ASLVZZ01_2,double
CDI,default,PAHSM001,double
CDI,default,PAHSM002,double
CDI,default,PAHSM003,double
CDI,default,PAHSM004,double
CDI,default,PAHSM006,double
CDI,default,PAHSM007,double
CDI,default,PAHSM011,double
CDI,default,PAHSM008,double
CDI,default,PAHSM012,double
CDI,default,PAHSM009,double
CDI,default,AFLGM026,double
CDI,default,PAHSM010,double
CDI,default,PSPMM001,double
CDI,default,PSPMM003,double
CDI,default,PSPMM004,double
CDI,default,PSPMM005,double
CDI,default,PSPMM008,double
CDI,default,PSPMM010,double
CDI,default,PSPMM013,double
CDI,default,OCCNGCPZ,double
CDI,default,PSPMM002,double
CDI,default,PSPMM007,double
CDI,default,PSPMM011,double
CDI,default,PSPMM012,double
CDI,default,PSPMM006,double
CDI,default,PSPMM009,double
CDI,default,PAHSM013,double
CDI,default,PAHSM005,double
CDI,default,ACTVM003,double
CDI,default,ACTVM004,double
CDI,default,ACTVM002,double
CDI,default,ACTVM005,double
CDI,default,ACTVM006,double
CDI,default,AFLGM014,double
CDI,default,AFLGM016,double
CDI,default,AFLGM018,double
CDI,default,GTDHVA01,double
CDI,default,GTCACA01,double
CDI,default,POLLM004,double
CDI,default,ODSDM008,double
CDI,default,ODSDM012,double
CDI,default,ODSDM011,double
CDI,default,PHOSAAZX,double
CDI,default,ODSDM010_2,double
CDI,default,TSEDGVPZ,double
CDI,default,CORGWCDZ,double
CDI,default,NTRIAAZX,double
CDI,default,POLLM006,double
CDI,default,POLLM009,double
CDI,default,POLLM010,double
CDI,default,POLLM002,double
CDI,default,POLLM003,double
CDI,default,POLLM008,double
CDI,default,CHEMM017,double
CDI,default,POLLM001,double
CDI,default,NTOTWCDZ,double
CDI,default,POLLM005,double
CDI,default,TPHSWCPZ,double
CDI,default,ODSDM018,double
CDI,default,POLLM007,double
CDI,default,ACTVM012,double
CDI,default,ACTVM013,double
CDI,default,ACTVM014,double
CDI,default,ACTVM010,double
CDI,default,ODSDM013,double
CDI,default,GMEDFA01,double
CDI,default,HGCNAAWF,double
CDI,default,HDCCFLAN,double
CDI,default,AFLGM025,double
CDI,default,HDCCFLOC,double
CDI,default,HDCCAN01,double
CDI,default,HDCCANOC,double
CDI,default,AFLGM006,double
CDI,default,MTSDM010,double
CDI,default,MTSDM013,double
CDI,default,MTSDM014,double
CDI,default,AFLGM012,double
CDI,default,MSPMM002,double
CDI,default,MSPMM011,double
CDI,default,PAHSM022,double
CDI,default,MSPMM014,double
CDI,default,MSPMM008,double
CDI,default,MSPMM005,double
CDI,default,MSPMM001,double
CDI,default,PAHSM014,double
CDI,default,AFLGM020,double
CDI,default,AFLGM026_2,double
CDI,default,AFLGM014_2,double
CDI,default,ADISSTPT,double
CDI,default,MBTOFEM5,double
CDI,default,MBTOCDM5,double
CDI,default,MBTOHGM5,double
CDI,default,MBTOHGM4,double
CDI,default,MBTOCDM4,double
CDI,default,MBTOFEM4,double
CDI,default,MBTOFEM2,double
CDI,default,MBTOFEM3,double
CDI,default,MBTOHGM2,double
CDI,default,MBTOFEM1,double
CDI,default,MBTOCDM1,double
CDI,default,MBTOCDM2,double
CDI,default,MBTOCDM3,double
CDI,default,MBTOHGM1,double
CDI,default,MBTOHGM3,double
CDI,default,HDCBME04,double
CDI,default,HDCBME01,double
CDI,default,HDCBME05,double
CDI,default,HDCBME03,double
CDI,default,HDCBME02,double
CDI,default,XMETAL30,double
CDI,default,XMETAL27,double
CDI,default,XMETAL12,double
CDI,default,XMETAL28,double
CDI,default,XMETAL26,double
CDI,default,XMETAL11,double
CDI,default,XMETAL08,double
CDI,default,XMETAL09,double
CDI,default,XMETAL10,double
CDI,default,XMETAL29,double
CDI,default,XMETAL32,double
CDI,default,XMETAL32_2,double
CDI,default,CBIOM020,double
CDI,default,CBIOM020_2,double
CDI,default,XMETAL24,double
CDI,default,XMETAL01,double
CDI,default,XMETAL24_2,double
CDI,default,XMETAL01_2,double
CDI,default,XMETAL31,double
CDI,default,XMETAL31_2,double
CDI,default,CBIOM026,double
CDI,default,CBIOM026_2,double
CDI,default,XMETAL13,double
CDI,default,XMETAL13_2,double
CDI,default,XMETAL33,double
CDI,default,XMETAL33_2,double
CDI,default,ODSDM011_2,double
CDI,default,ODSDM009_2,double
CDI,default,HGUFCFXX,double
CDI,default,ADISSTPT_2,double
CDI,default,HGXXCFD2_2,double
CDI,default,HGUFCFXX_2,double
CDI,default,NTRIAADZ,double
CDI,default,NTOTCNPZ,double
CDI,default,CORGZZZX_2,double
CDI,default,NTOTKJM1,double
CDI,default,TPHSMSPT,double
CDI,default,RXXX490K,double
CDI,default,CORGZZKG,double
CDI,default,RFDSCH01,double
CDI,default,HGRXAAD1,double
CDI,default,SATX100S,double
CDI,default,AI18GCD1,double
CDI,default,FEXXCVDX,double
CDI,default,NTOTCN10,double
CDI,default,NUMVALES,double
CDI,default,PARERXSD,double
CDI,default,VSCTXXXX,double
CDI,default,DOXYZZXX_2,double
CDI,default,PARTAB02,double
CDI,default,LCSAZZ01,double
CDI,default,LCDAZZ01,double
CDI,default,LCNSZZ01,string
CDI,default,LCEWZZ01,string
CDI,default,LRZAZZZZ,double
CDI,default,TCO2ZZXX,double
CDI,default,PU00M00Z,double
CDI,default,ALATZZ01,double
CDI,default,ALONZZ01,double
CDI,default,TBBMXXXX,double
CDI,default,P000M00Z,double
CDI,default,P200M00Z,double
CDI,default,P490M00Z,double
CDI,default,NANFTOTL,double
CDI,default,GRMSCA01,double
CDI,default,GRMSVA01,double
CDI,default,CAPAZZ01,string
CDI,default,MDMAP004,string
CDI,default,EWDRSD01,double
CDI,default,PRSTPS01,double
CDI,default,ELTMZZZZ,double
CDI,default,GMXLZZ01,double
CDI,default,GMNLCA01,double
CDI,default,GTKCMA01,double
CDI,default,GTKDMA01,double
CDI,default,GZMXZZ01,double
CDI,default,GTZAZZ01,double
CDI,default,GAVHZZ01,double
CDI,default,GTZHZZ01,double
CDI,default,GAVGVA01,double
CDI,default,GTZAZZ01_2,double
CDI,default,GTCAZZ01,double
CDI,default,GBRFWVNU,double
CDI,default,EGTDZZ01,double
CDI,default,ERRVADCP,double
CDI,default,ALATZZ01_2,double
CDI,default,ALONZZ01_2,double
CDI,default,MBANZZZZ,double
CDI,default,CSLRZZ01,double
CDI,default,WMOCCBLW,double
CDI,default,WMOCHVXX,double
CDI,default,WMOCCCAC,double
CDI,default,APRESSTN,double
CDI,default,CPRPRG01,double
CDI,default,WMOCPWXX,double
CDI,default,WMOCPWXX_2,double
CDI,default,WMOCCCAC_2,double
CDI,default,WMOCCTLC,double
CDI,default,WMOCCTMC,double
CDI,default,WMOCCTHC,double
CDI,default,WMOCCTAC,double
CDI,default,EWDAZZ01_2,double
CDI,default,SANDZZZZ,double
CDI,default,SILTZZZZ,double
CDI,default,CLAYZZZZ,double
CDI,default,SCLAFLT1,double
CDI,default,SCLAFLT2,double
CDI,default,SPHPFLT1,double
CDI,default,LIPIDSED,double
CDI,default,TNCNCNXT,double
CDI,default,TNSDCNXT,double
CDI,default,OCSDCAXT,double
CDI,default,TCCNCNXT,double
CDI,default,SDTCCNXT,double
CDI,default,CORGCOPW,double
CDI,default,TCO2CAPW,double
CDI,default,AMONPWD1,double
CDI,default,ISMJUN06,double
CDI,default,ISMJUN07,double
CDI,default,ISMJUN05,double
CDI,default,ISMJUN03,double
CDI,default,FLUOCDOM,double
CDI,default,MZBNMITX,double
CDI,default,ZU00M00D,double
CDI,default,NANFHETR,double
CDI,default,NANFAUTO,double
CDI,default,PU00M02Z,double
CDI,default,PU00M03Z,double
CDI,default,NTOTZZXX_2,double
CDI,default,TOCHWCD3,double
CDI,default,PROTWCOL,double
CDI,default,VIRUXXXX,double
CDI,default,A260DNAX,double
CDI,default,CNDNAW01,double
CDI,default,MSAGIXPZ,double
CDI,default,ABAGIXPZ,double
CDI,default,COFLPP01,double
CDI,default,TCUPHZZZ,double
CDI,default,GMWDZZ01,double
CDI,default,GTZAM1ZZ,double
CDI,default,HMZEZZ01,double
CDI,default,GTZAMAZ2,double
CDI,default,D13CMTBX,double
CDI,default,ISMJUN01,double
CDI,default,R410PP01,double
CDI,default,R450PP01,double
CDI,default,R490PP01,double
CDI,default,R520PP01,double
CDI,default,R550PP01,double
CDI,default,RXSD412E,double
CDI,default,RXSD437E,double
CDI,default,RXSD490E,double
CDI,default,RXSD549E,double
CDI,default,RXSD555E,double
CDI,default,RXSD670E,double
CDI,default,RXXX412N,double
CDI,default,RXXX443N,double
CDI,default,RXXX490N,double
CDI,default,RXXX531N,double
CDI,default,RXXX555N,double
CDI,default,RXXX670N,double
CDI,default,TTWTIR01,double
CDI,default,O3XXA254,double
CDI,default,POTMCV01,double
CDI,default,ATTNZS01,double
CDI,default,POTMCV02,double
CDI,default,PSALST02,double
CDI,default,DENSWB01,double
CDI,default,VOLFFMXX,double
CDI,default,LCSATFBL,double
CDI,default,TEMPS902,double
CDI,default,CNDCST02,double
CDI,default,OXYOCPVL,double
CDI,default,UPLE3H01,double
CDI,default,UPLE4H01,double
CDI,default,CMAGZZ01,double
CDI,default,CMAGZZ02,double
CDI,default,CMAGZZ03,double
CDI,default,CMAGZZ04,double
CDI,default,LCEWAP01,double
CDI,default,LCNSAP01,double
CDI,default,PCGDAP00,double
CDI,default,PCGDAP02,double
CDI,default,PCGDAP03,double
CDI,default,PCGDAP04,double
CDI,default,TNIHCE01,double
CDI,default,TNIHCE02,double
CDI,default,TNIHCE03,double
CDI,default,TNIHCE04,double
CDI,default,LRZAAP01,double
CDI,default,AMONFID2,double
CDI,default,TSEDTR01,double
CDI,default,SDN_REFERENCES,string
CDI,default,EWCS,int16
CDI,default,NSCS,int16
CDI,default,UACC,int16
CDI,default,VACC,int16
CDI,default,GDOP,int16
CDI,default,QCflag,int8
CDI,default,NARX,int8
CDI,default,NATX,int8
CDI,default,SLTR,int32
CDI,default,SLNR,int32
CDI,default,SLTT,int32
CDI,default,SLNT,int32
CDI,default,SCDR,string
CDI,default,SCDT,string
CDI,default,CCOV,int32
CDI,default,TLRDZZ01,double
CDI,default,TLRDZZ01_2,double
CDI,default,PBCNPEXT,double
CDI,default,PXCNPEXT,double
CDI,default,SDTPHP01,double
CDI,default,TSEDGVP2,double
CDI,default,COXXFXD2,double
CDI,default,MTWD0001,double
CDI,default,ALXXICP2,double
CDI,default,CUXXICP2,double
CDI,default,FEXXICP2,double
CDI,default,CDXXICP2,double
CDI,default,ZNXXICP2,double
CDI,default,SIXXXXP2,double
CDI,default,NIXXICP2,double
CDI,default,PHOSAA01,double
CDI,default,PHKGAATX,double
CDI,default,ISMJUN02,double
CDI,default,RACCPBXX,double
CDI,default,L210IGXX,double
CDI,default,PPSAPR01,double
CDI,default,NEWCXX07,double
CDI,default,RPOTPRTX,double
CDI,default,CLWCZZ01,double
CDI,default,NTRZPWD3,double
CDI,default,SICNPWD3,double
CDI,default,PHOSPWD1,double
CDI,default,NEWCXX10,double
CDI,default,FEXXAAPW,double
CDI,default,MNXXAAPW,double
CDI,default,CLXXICD2,double
CDI,default,SPHTMAXX,double
CDI,default,NTRAAADC,double
CDI,default,NTRIPWD2,double
CDI,default,NEWCXX08,double
CDI,default,NEWCXX09,double
CDI,default,PORGTOTS,double
CDI,default,L210GSXX,double
CDI,default,ISPCBA01,double
CDI,default,ISPCBA02,double
CDI,default,ISPCBA03,double
CDI,default,ISPCBA04,double
CDI,default,ISPCBA05,double
CDI,default,ISPCBA06,double
CDI,default,NSEDAD01,double
CDI,default,HCMR0041,double
CDI,default,STTMLIBS,double
CDI,default,POROWMXX,double
CDI,default,TOTDDTSD,double
CDI,default,SL10IGXX,double
CDI,default,CRCNPEXT,double
CDI,default,CUCNPEXT,double
CDI,default,NICNPEXT,double
CDI,default,ZNCNPEXT,double
CDI,default,MNCNPEXT,double
CDI,default,FECNPEXT,double
CDI,default,ALCNPEXT,double
CDI,default,D13CMOBX,double
CDI,default,SCCNXTXT,double
CDI,default,VXCNXTXT,double
CDI,default,CRCNXTXT,double
CDI,default,NICNXTXT,double
CDI,default,CUCNXTXT,double
CDI,default,ZNCNXTXT,double
CDI,default,GACNXTXT,double
CDI,default,ASCNXTXT,double
CDI,default,RBCNXTXT,double
CDI,default,SRCNXTXT,double
CDI,default,YXCNXTXT,double
CDI,default,ZRCNXTXT,double
CDI,default,NBCNXTXT,double
CDI,default,BACNXTXT,double
CDI,default,LACNXTXT,double
CDI,default,CECNXTXT,double
CDI,default,PBCNXTXT,double
CDI,default,THCNXTXT,double
CDI,default,SXCNXTXT,double
CDI,default,BRCNXTXT,double
CDI,default,COCNXTXT,double
CDI,default,MOCNXTXT,double
CDI,default,FLUSED02,double
CDI,default,INCNCIWF,double
CDI,default,CONCDS02,double
CDI,default,RWSSED30,double
CDI,default,FECNAAWF,double
CDI,default,CONPBS02,double
CDI,default,RWSSED32,double
CDI,default,POTMS601,double
CDI,default,CPHLPL01,double
CDI,default,EXUVMIXX,double
CDI,default,ALATTR01,double
CDI,default,DTUT8601_2,double
CDI,default,CDMMCF15,double
CDI,default,CF025WPF,double
CDI,default,PBMMCF15,double
CDI,default,HGMMCF18,double
CDI,default,ZNMMCF15,double
CDI,default,ODTWCF18,double
CDI,default,IC001581,double
CDI,default,IC001327,double
CDI,default,IC000592,double
CDI,default,IC001824,double
CDI,default,IC001620,double
CDI,default,IC000329,double
CDI,default,W2931280,double
CDI,default,MLBCM014,double
CDI,default,CF174WPF,double
CDI,default,DSMMCF18,double
CDI,default,PDDWCF18,double
CDI,default,PDTWCF18,double
CDI,default,HCBWCF20,double
CDI,default,MBMMCF18,double
CDI,default,TBMMCF18,double
CDI,default,PDAWCF18,double
CDI,default,TPMMCF18,double
CDI,default,CF168WPF,double
CDI,default,CF188WPF,double
CDI,default,CF169WPF,double
CDI,default,CF170WPF,double
CDI,default,CF171WPF,double
CDI,default,CF172WPF,double
CDI,default,CF173WPF,double
CDI,default,W2930849,double
CDI,default,ODTWCF34,double
CDI,default,IC001312,double
CDI,default,IC001593,double
CDI,default,IC001200,double
CDI,default,IC001821,double
CDI,default,IC000846,double
CDI,default,IC001851,double
CDI,default,W2931278,double
CDI,default,W2931316,double
CDI,default,DSMMCF34,double
CDI,default,PDDWCF34,double
CDI,default,PDTWCF34,double
CDI,default,HCBWCF34,double
CDI,default,MBMMCF34,double
CDI,default,TBMMCF34,double
CDI,default,PDAWCF34,double
CDI,default,TPMMCF34,double
CDI,default,W2930853,double
CDI,default,W2930672_2,double
CDI,default,CPHLSEP1_2,double
CDI,default,PHWB0022,double
CDI,default,MUM13271,double
CDI,default,CDMMCF14,double
CDI,default,MUM13001,double
CDI,default,PBMMCF14,double
CDI,default,ZNMMCF14,double
CDI,default,ODTWCF14,double
CDI,default,IC000343,double
CDI,default,IC000338,double
CDI,default,CF069WME,double
CDI,default,CF063WME,double
CDI,default,CF061WME,double
CDI,default,CF062WME,double
CDI,default,CF059WME,double
CDI,default,CF060WME,double
CDI,default,CF003WME,double
CDI,default,CF050WME,double
CDI,default,FAMMCF14,double
CDI,default,BFMMCF14,double
CDI,default,BKMMCF14,double
CDI,default,BPMMCF14,double
CDI,default,IPMMCF14,double
CDI,default,GHMMCF14,double
CDI,default,DSMMCF14,double
CDI,default,PDDWCF14,double
CDI,default,PDTWCF14,double
CDI,default,CF056WME,double
CDI,default,HCBWCF14,double
CDI,default,MBMMCF14,double
CDI,default,TBMMCF14,double
CDI,default,PDAWCF14,double
CDI,default,TPMMCF14,double
CDI,default,CF018WME,double
CDI,default,CF021WME,double
CDI,default,CF029WME,double
CDI,default,CF106WME,double
CDI,default,CF031WME,double
CDI,default,CF039WME,double
CDI,default,CF042WME,double
CDI,default,CF106WME_2,double
CDI,default,CF048WME,double
CDI,default,W2931367,double
CDI,default,IC001834,double
CDI,default,IC000322,double
CDI,default,IC000815,double
CDI,default,IC000802,double
CDI,default,IC001347,double
CDI,default,IC001218,double
CDI,default,W2931269,double
CDI,default,W2931307,double
CDI,default,W2931194,double
CDI,default,W2931440,double
CDI,default,W2931343,double
CDI,default,ICES0214,double
CDI,default,W2931219,double
CDI,default,W2931170,double
CDI,default,W2931391,double
CDI,default,W2931244,double
CDI,default,W2930977,double
CDI,default,W2930804,double
CDI,default,W2930870,double
CDI,default,W2930665,double
CDI,default,W2930632,double
CDI,default,W2930734,double
CDI,default,W2930599,double
CDI,default,CODZZZZZ,double
CDI,default,LCSAZZ01_2,double
CDI,default,POPTSR01,double
CDI,default,GWDRZZ01,double
CDI,default,POPTDB01,double
CDI,default,PHOSMAD2,double
CDI,default,CPHLFLP4,double
CDI,default,PHAEFLP4,double
CDI,default,CDXXAAP2,double
CDI,default,PBXXAAP2,double
CDI,default,CDCNAAWF,double
CDI,default,CUCNAAWF,double
CDI,default,PBCNAAWF,double
CDI,default,ZNCNAAWF,double
CDI,default,CRCNAAWF,double
CDI,default,SCHLFLPA,double
CDI,default,CORGCOZX,double
CDI,default,LICNPEXT,double
CDI,default,SCCNPEXT,double
CDI,default,TICNPEXT,double
CDI,default,VXCNPEXT,double
CDI,default,COCNPEXT,double
CDI,default,GACNPEXT,double
CDI,default,MRBSP012,double
CDI,default,SRCNPEXT,double
CDI,default,YXCNPEXT,double
CDI,default,ZRCNPEXT,double
CDI,default,MOCNUMKG,double
CDI,default,AGCNPEXT,double
CDI,default,SNCNPEXT,double
CDI,default,BACNPEXT,double
CDI,default,LACNUMKG,double
CDI,default,CECNUMKG,double
CDI,default,HCMR0021,double
CDI,default,LISEDAD1,double
CDI,default,HCMR0011,double
CDI,default,RWSSED04,double
CDI,default,RWSSED02,double
CDI,default,RWSSED29,double
CDI,default,RWSSED36,double
CDI,default,RWSSED31,double
CDI,default,RWSSED08,double
CDI,default,RWSSED11,double
CDI,default,RWSSED05,double
CDI,default,RWSSED15,double
CDI,default,HCMR0018,double
CDI,default,RWSSED10,double
CDI,default,RWSSED03,double
CDI,default,RWSSED12,double
CDI,default,HCMR0010,double
CDI,default,RWSSED07,double
CDI,default,RWSSED06,double
CDI,default,RWSSED18,double
CDI,default,HCMR0009,double
CDI,default,RWSSED19,double
CDI,default,HCMR0012,double
CDI,default,HCMR0004,double
CDI,default,HCMR0005,double
CDI,default,HCMR0013,double
CDI,default,HCMR0002,double
CDI,default,HCMR0007,double
CDI,default,HCMR0003,double
CDI,default,HCMR0015,double
CDI,default,HCMR0017,double
CDI,default,HCMR0008,double
CDI,default,HCMR0006,double
CDI,default,HCMR0016,double
CDI,default,HCMR0014,double
CDI,default,HCMR0001,double
CDI,default,RWSSED13,double
CDI,default,RWSSED14,double
CDI,default,ALCNXMXT,double
CDI,default,SICNXMXT,double
CDI,default,KXCNXMXT,double
CDI,default,CACNXMXT,double
CDI,default,TICNXMXT,double
CDI,default,FECNXMXT,double
CDI,default,NACNXMXT,double
CDI,default,MGCNXMXT,double
CDI,default,HCMR0040,double
CDI,default,MNCNXTXT,double
CDI,default,IC000118,double
CDI,default,PXCNXMXT,double
CDI,default,MTWD0021,double
CDI,default,D2930010,double
CDI,default,D2930377,double
CDI,default,BCAHPP35,double
CDI,default,BCAHPP37,double
CDI,default,BCAHPP39,double
CDI,default,D9930416,double
CDI,default,BCAHPP34,double
CDI,default,BCAHPP36,double
CDI,default,BCAHPP38,double
CDI,default,BCAHPP40,double
CDI,default,MMUSHCBX,double
CDI,default,TNCD6569,double
CDI,default,D2930124,double
CDI,default,D2930109,double
CDI,default,D2930072,double
CDI,default,D2930433,double
CDI,default,FLESEDBD,double
CDI,default,DBTSEDBD,double
CDI,default,DBTC1SBD,double
CDI,default,DBTC2SBD,double
CDI,default,PASEDBD1,double
CDI,default,ANTDWT01,double
CDI,default,PAC1SDBD,double
CDI,default,PAC2SDBD,double
CDI,default,PAC3SDBD,double
CDI,default,FLUSED01,double
CDI,default,PYRSEDBD,double
CDI,default,SCAHPP27,double
CDI,default,SCAHPP31,double
CDI,default,SCAHPP33,double
CDI,default,BAASEDBD,double
CDI,default,CHRTRSBD,double
CDI,default,SCAHPP24,double
CDI,default,SCAHPP28,double
CDI,default,BBFSEDBD,double
CDI,default,BKFSEDBD,double
CDI,default,BEPSEDBD,double
CDI,default,BAPSEDBD,double
CDI,default,PERSEDBD,double
CDI,default,ICDPSDBD,double
CDI,default,BGHIPSBD,double
CDI,default,DBAHASBD,double
CDI,default,CHYMM001,double
CDI,default,TPHSWCP1,double
CDI,default,MDMAPER1,double
CDI,default,MDMAPER2,double
CDI,default,MDMAP003,double
CDI,default,MDMAPER3,double
CDI,default,SCHLHPPF,double
CDI,default,SCHLFLPC,double
CDI,default,SCHLFLPM,double
CDI,default,SCHLFLPN,double
CDI,default,NTOTWCD3,double
CDI,default,CPHLFLP5,double
CDI,default,APDAZZ01,double
CDI,default,CAPASS01,double
CDI,default,CAPHSD01,double
CDI,default,STSDCU01,double
CDI,default,PSSDCU01,double
CDI,default,DOXMSDXX,double
CDI,default,TEMPCU02,double
CDI,default,STSDCU02,double
CDI,default,DOXYUZ02,double
CDI,default,OXYSZZ02,double
CDI,default,EWEWSS01,double
CDI,default,ESEWZZ01,double
CDI,default,EWNSSS01,double
CDI,default,ESNSZZ01,double
CDI,default,ESZASS01,double
CDI,default,ESZSSS01,double
CDI,default,EGTSSS01,double
CDI,default,EGSCSS01,double
CDI,default,CDTASSD1,double
CDI,default,CRELSD01,double
CDI,default,IRRDSV01,double
CDI,default,IRRDSV11,double
CDI,default,PSSTRT01,double
CDI,default,GTPKZZ01,double
CDI,default,PSALCU02,double
CDI,default,PSSDCU02,double
CDI,default,CNDCSD02,double
CDI,default,CPHLPM02,double
CDI,default,R26EGSXT,double
CDI,default,L214GSXX,double
CDI,default,SL14GSXX,double
CDI,default,B214GSXX,double
CDI,default,SB14GSXX,double
CDI,default,A228GSXX,double
CDI,default,SA28GSXX,double
CDI,default,T208GSXX,double
CDI,default,ST208GSX,double
CDI,default,L212GSXX,double
CDI,default,SL12GSXX,double
CDI,default,K40PGSXX,double
CDI,default,U235GSXX,double
CDI,default,SU35GSXX,double
CDI,default,SL10GSXX,double
CDI,default,X210GSXX,double
CDI,default,SX10GSXX,double
CDI,default,NAPSEDBD,double
CDI,default,ACNLESBD,double
CDI,default,ACNESDBD,double
CDI,default,NAP1MSBD,double
CDI,default,NAPC2SBD,double
CDI,default,NAPC3SBD,double
CDI,default,SXCNXMXT,double
CDI,default,AMONAADZ,double
CDI,default,NTRIMADZ,double
CDI,default,NTRAMADZ,double
CDI,default,SVELCA01,double
CDI,default,ATMP,double
CDI,default,LWRDZZ01,double
CDI,default,OSAT,double
CDI,default,EPMP,double
CDI,default,TOCW,double
CDI,default,CUPH,double
CDI,default,NUMP,double
CDI,default,ATMS,double
CDI,default,UVCT,double
CDI,default,mbHistDate,int32
CDI,default,mbHistTime,int32
CDI,default,mbHistCode,string
CDI,default,mbHistAutor,string
CDI,default,mbHistModule,string
CDI,default,mbHistComment,string
CDI,default,Layer_name,string
CDI,default,LINES,double
CDI,default,COLUMNS,double
CDI,default,CDI,int16
CDI,default,CDI_INDEX,string
CDI,default,ISOUNDINGS,int16
CDI,default,MAX_SOUNDING,int16
CDI,default,MIN_SOUNDING,int16
CDI,default,STDEV,int16
CDI,default,VSOUNDINGS,int32
CDI,default,value_count,int32
CDI,default,elevation_min,float
CDI,default,elevation_max,float
CDI,default,stdev,float
CDI,default,filtered_sounding,int32
CDI,default,WaterDepth,float
CDI,default,REFLECTIVITY,int16
CDI,default,GSSPWR01,double
CDI,default,GTAMZZ01,double
CDI,default,GDSPWR01,double
CDI,default,TEMPSZ01,double
CDI,default,GDPXVA01,double
CDI,default,GPSPFA01,double
CDI,default,GTEEFA01,double
CDI,default,GTHMXB01,double
CDI,default,GTHMXB01_2,double
CDI,default,GTHMXX01,double
CDI,default,GTHMXX01_2,double
CDI,default,ASLVLTPG,double
CDI,default,ASLVMSPG,double
CDI,default,CPHLFLP3,double
CDI,default,GCARVS01,double
CDI,default,GSD1SW01,double
CDI,default,RWS00032,double
CDI,default,RWS00033,double
CDI,default,HGUFWC02,double
CDI,default,CDUFWC02,double
CDI,default,PBUFWC02,double
CDI,default,RWS00028,double
CDI,default,GWSDVA01,double
CDI,default,GCMXVA01,double
CDI,default,GTDTVA01,double
CDI,default,GTZTVA01,double
CDI,default,GAVHCA01,double
CDI,default,GTZHCS01,double
CDI,default,GTZAMAZ1,double
CDI,default,WWBMM00Z,double
CDI,default,P345M01Z,double
CDI,default,FETOTAAD,double
CDI,default,MNDVAAD2,double
CDI,default,FEINCVDX,double
CDI,default,RWS00133,double
CDI,default,RWS00093,double
CDI,default,TPHUFWAT_2,double
CDI,default,FEXXICD2,double
CDI,default,CHUMZZ01,double
CDI,default,VISHOR01,double
CDI,default,CATAVT10_2,double
CDI,default,OXYSSE01,double
CDI,default,FMMAXL01,double
CDI,default,TEMPDTNX,double
CDI,default,TURBSP01,double
CDI,default,CUXXAAP2,double
CDI,default,NIXXAAP2,double
CDI,default,ZNXXAAP2,double
CDI,default,CDTBZZ01,double
CDI,default,CLAYXDXT,double
CDI,default,RFDSCH02,double
CDI,default,ASLVMSLW,double
CDI,default,Z301M01Z,double
CDI,default,ABUN6687,double
CDI,default,Z114M00Z,double
CDI,default,Z39DM00Z,double
CDI,default,WABN6763,double
CDI,default,Z821M00Z,double
CDI,default,Z314M01Z,double
CDI,default,CAB00039,double
